,s_0_ma,s_0_me,s_0_vol,s_0_nb,s_0_freq,s_0_ratio,s_0_ratio2,s_1_ma,s_1_me,s_1_vol,s_1_nb,s_1_freq,s_1_ratio,s_1_ratio2,s_2_ma,s_2_me,s_2_vol,s_2_nb,s_2_freq,s_2_ratio,s_2_ratio2,s_3_ma,s_3_me,s_3_vol,s_3_nb,s_3_freq,s_3_ratio,s_3_ratio2,s_4_ma,s_4_me,s_4_vol,s_4_nb,s_4_freq,s_4_ratio,s_4_ratio2,s_5_ma,s_5_me,s_5_vol,s_5_nb,s_5_freq,s_5_ratio,s_5_ratio2,s_6_ma,s_6_me,s_6_vol,s_6_nb,s_6_freq,s_6_ratio,s_6_ratio2,s_7_ma,s_7_me,s_7_vol,s_7_nb,s_7_freq,s_7_ratio,s_7_ratio2,s_8_ma,s_8_me,s_8_vol,s_8_nb,s_8_freq,s_8_ratio,s_8_ratio2,s_9_ma,s_9_me,s_9_vol,s_9_nb,s_9_freq,s_9_ratio,s_9_ratio2,target
1033287069,5443.299999999999,-2.130847819203013,425.3468210334481,9.0,0.025,1.415,1.332,11751.900000000001,-3.408309861502308,506.1156594882887,11.0,0.019,1.401,2.075,,,,0.0,0.0,0.0,0.0,4841.2,4.807903201613306,377.68195460893344,7.0,0.022,1.116,1.53,3603.3,-0.10936484391926801,192.2550057588729,10.0,0.019,1.621,1.576,11761.3,4.1634472758787355,1589.9681340800785,10.0,0.02,1.005,1.09,4212.3,2.5945734237762705,500.7559070897154,8.0,0.014,1.061,1.141,6114.700000000001,10.351744137597708,827.8405541271915,10.0,0.021,1.048,1.123,,,,0.0,0.0,0.0,0.0,10555.5,11.13144780920318,763.8273314704795,7.0,0.025,1.053,1.598,16097864
1033677406,2047.3,0.7302044965917235,192.717547916509,14.0,0.022,1.452,1.233,9592.0,-0.12908118198030033,449.2824276288889,12.0,0.022,1.501,1.865,1652.7,-1.8410526491225145,160.2123407192777,12.0,0.032,1.459,1.149,2422.3,0.9330011166480559,193.5142668682341,16.0,0.033,1.37,1.342,5876.9,0.004633256112398127,187.96878758838514,11.0,0.029,3.369,2.114,1476.6,-4.155730737821036,188.12748757604086,10.0,0.024,1.005,1.128,1732.4,2.3554607423209615,180.3090999442238,5.0,0.02,1.009,1.336,2227.8,-1.5884568590523491,204.9913634484037,16.0,0.027,1.584,1.143,2370.3,-1.0602656622389628,263.87339909221043,18.0,0.034,1.146,1.205,6762.4,4.1956800719988,443.9655169443538,10.0,0.038,1.418,1.557,30736075
1033835311,2551.9,1.737004383260279,318.5332282120578,14.0,0.027,1.137,1.157,,,,0.0,0.0,0.0,0.0,2109.2,0.06934884418593024,284.3802523708799,13.0,0.024,1.043,1.076,2881.6,1.5944400926651223,358.52814354142185,15.0,0.025,1.076,1.123,1999.1,1.3091448475858736,207.36842193745434,20.0,0.039,1.013,1.229,4284.5,13.995600073332112,630.540080434297,6.0,0.009,1.001,1.112,5259.7,-9.106114898085032,408.9454340740011,5.0,0.012,1.925,1.31,3886.3,-3.9065015583073617,507.3294123207185,11.0,0.018,1.044,1.094,2491.2,-0.9780503658272363,310.13455871733646,15.0,0.028,1.077,1.108,5693.799999999999,-3.1148980850319163,660.8649552089995,13.0,0.024,1.151,1.186,40065339
1034203889,2324.3,-1.0005833236112731,188.72880200695727,10.0,0.017,1.058,1.358,5410.799999999999,2.579423676272062,388.50414288411895,19.0,0.032,1.076,1.385,2159.5,0.6751387476875386,157.1964092620749,12.0,0.02,1.353,1.382,2808.3,-1.247629206179897,196.67262360770914,30.0,0.05,1.073,1.666,2488.2,-0.9111681471975467,165.87280331322881,16.0,0.026,1.293,1.506,1709.5,-1.1269645505908235,209.25405394420125,10.0,0.017,1.18,1.133,2936.5,1.1824136264395593,197.67450060114274,5.0,0.008,2.222,1.469,1694.8000000000002,-0.10898151697471709,224.98622993293762,15.0,0.028,1.045,1.12,2373.8,-1.7015549740837652,238.85513053493108,16.0,0.027,1.183,1.256,5157.7,0.7689038516024733,434.7501063439747,13.0,0.021,1.091,1.298,29384364
1036403851,3182.1,0.7074548757520708,357.76470927990806,14.0,0.024,1.139,1.202,24427.4,2.5557074048765855,1009.6201506936434,9.0,0.019,1.007,2.082,2907.5,3.807986533557774,304.31623624231236,9.0,0.014,1.784,1.363,3104.0,1.9671505474908753,331.48107071529455,17.0,0.028,1.09,1.255,2790.5,1.6692221796303395,229.9889712981067,12.0,0.02,1.035,1.41,12528.400000000001,2.8950850819153016,606.2610621682859,30.0,0.05,1.392,1.914,8365.3,-3.5459075682071965,529.3181550839454,13.0,0.022,1.267,1.404,13665.2,-0.8339027682871952,617.4549116886595,8.0,0.027,1.361,2.339,2823.3,1.277615038248439,369.18608132574457,14.0,0.022,1.19,1.229,9675.400000000001,13.675622072965451,883.0869408981129,10.0,0.017,1.061,1.339,4719062
1037601470,1360.1,-1.026066232229463,195.46437300743145,6.0,0.013,1.035,1.055,5015.9,-0.6811719804669922,360.6856978184602,19.0,0.033,1.134,1.492,1361.9,-0.41955967400543326,181.26730520462638,5.0,0.007,1.0,1.083,1378.0,-1.472658789020183,161.27688557069197,8.0,0.013,1.0,1.2,1997.2,0.11494808419859669,83.62723626191993,13.0,0.023,1.86,1.407,2104.2,3.608889851835803,304.1641161995875,6.0,0.02,1.135,1.087,2096.8,4.958700688321861,287.3336704084108,2.0,0.008,1.066,1.033,2550.7,0.9852335794403426,333.6073085500534,9.0,0.021,1.036,1.135,1658.1,-1.2840952650789152,174.23678490562287,9.0,0.016,1.039,1.152,3072.4,-1.029866168897185,313.79307822151117,7.0,0.011,1.547,1.226,13071604
1038366766,4442.1,-0.9633672772120465,600.0937882660032,8.0,0.013,1.021,1.126,15128.5,6.551507474875419,1811.4302685145813,16.0,0.035,1.07,1.192,4089.8,-5.127964533924435,517.8353169698003,14.0,0.031,1.087,1.127,6754.4,-1.2841119314678089,732.621700347322,11.0,0.021,1.51,1.143,3463.3,-0.8039866002233296,381.2984272455497,21.0,0.035,1.072,1.165,12247.3,1.392810119831336,855.6973406226405,19.0,0.032,1.311,1.344,3753.1,-2.380976983716938,487.46263946450733,11.0,0.02,1.219,1.12,5722.700000000001,2.271828802853286,479.47895623622446,16.0,0.026,1.194,1.414,,4.651257421119339,650.2792899038432,15.0,0.033,1.032,1.167,8980.5,7.570807153214113,1153.3172893777312,14.0,0.027,1.078,1.136,13507919
1038903770,3155.4,-1.9401509974833753,383.8952252576705,15.0,0.024,1.015,1.185,14801.5,0.3489275178747021,848.4622461711767,12.0,0.02,1.138,1.887,2718.1,0.5868235529407844,317.0278595349568,9.0,0.016,1.19,1.18,3069.8999999999996,-2.6333227779537007,366.0074691010873,15.0,0.026,1.108,1.204,2622.7,0.588806853219113,238.33988577734704,17.0,0.029,1.179,1.337,8352.2,-0.13453109114848086,423.9513712542168,23.0,0.037,1.085,1.842,12781.0,-3.0771987133547776,663.255438206619,14.0,0.026,2.965,1.427,5213.6,-2.8021866302228298,470.30480907846123,20.0,0.035,1.815,1.26,,0.7183939040726501,399.72812328904666,11.0,0.022,1.062,1.14,9575.7,4.813736437726038,905.6510103103176,10.0,0.022,1.012,1.228,12844995
1038918048,3804.3,6.242629289511841,537.9673467001612,8.0,0.017,1.109,1.094,13133.7,0.0025832902784953585,857.2979393890503,17.0,0.027,1.338,1.498,6700.0,10.236312728121199,889.5139277089692,4.0,0.01,1.167,1.069,4424.0,5.094081765303912,563.0475749487009,14.0,0.027,1.165,1.149,2007.1999999999998,-0.576590390160164,163.0597341366023,18.0,0.029,1.148,1.318,12014.2,31.093015116414726,1648.4518075986766,5.0,0.008,1.107,1.053,11483.900000000001,3.687105214913085,983.2294305128744,11.0,0.023,1.639,1.341,8529.4,16.123514608089867,1103.7978275933585,11.0,0.022,1.138,1.121,4001.2,-0.37356044065932237,483.4345614806801,20.0,0.037,1.135,1.143,6924.7,1.2616289728504524,947.554587286422,8.0,0.012,1.091,1.158,37930321
1039038516,4130.1,-10.486691888468526,554.5100015070618,3.0,0.006,1.033,1.154,11320.7,-2.1183146947550875,940.6361803114978,18.0,0.029,1.303,1.414,3455.3,-9.32499458342361,455.9190975085776,5.0,0.011,1.102,1.106,4033.2,-5.262495625072916,529.4576888076085,15.0,0.03,1.119,1.104,,9.72461273666093,183.05842552773058,1.0,0.0,0.0,0.0,9542.3,-13.922501291645139,1338.1350879496274,10.0,0.017,1.004,1.095,6273.6,-8.96860052332461,863.8927013644299,11.0,0.018,1.048,1.105,8610.6,-4.289878502024966,1166.2581260104664,9.0,0.017,1.042,1.115,3774.3999999999996,0.9432342794286762,385.78356167890075,21.0,0.036,1.454,1.198,6913.6,7.240945984233596,936.3670545285032,7.0,0.014,1.196,1.096,26788256
1039242162,1866.1999999999998,-0.469025516241396,198.67988671002655,14.0,0.022,1.002,1.155,5882.1,-2.208529857835703,427.5842361569513,14.0,0.022,1.061,1.535,1594.6,1.433242779287012,172.07454165787502,16.0,0.026,1.236,1.189,2288.3,-1.1492308461525642,231.6948268482422,23.0,0.037,1.024,1.169,2457.5,0.5912901451642473,174.3104995909102,14.0,0.023,1.22,1.396,2373.3999999999996,2.6491225146247563,314.7827070595322,20.0,0.032,1.054,1.126,4928.8,-1.5358077365377243,357.7171250158321,16.0,0.026,1.499,1.332,4348.0,1.9539674338761022,395.76255197741375,21.0,0.039,1.635,1.32,1709.6,-0.02006745648378841,201.39769204111465,12.0,0.026,1.081,1.264,5601.799999999999,-2.236862718954684,469.34991325530905,10.0,0.018,1.197,1.249,45106551
1039583299,2987.5,-4.449925834569424,396.3933126358186,11.0,0.029,1.042,1.107,6601.7,-0.12721454642422625,672.073626658713,24.0,0.041,1.098,1.161,2831.3999999999996,-1.3620106331561141,377.57693130954516,16.0,0.031,1.136,1.102,3400.8,-2.5250079165347246,435.27757427797246,20.0,0.036,1.225,1.105,2101.1,0.37329377843702605,230.69646688907466,21.0,0.036,1.089,1.173,5687.2,6.552007466542224,840.6484416425044,3.0,0.007,1.001,1.001,3558.7,5.020232996116731,471.5285005933765,5.0,0.007,1.049,1.231,4540.7,4.893701771637139,568.3399816672988,6.0,0.009,1.326,1.166,3486.3,-3.6921051315811404,438.5116615604971,14.0,0.023,1.064,1.097,6090.5,-5.0239996000066665,813.8343173433655,16.0,0.027,1.028,1.12,2754390
1040017632,6838.8,-4.622206296561724,473.4502402055641,6.0,0.044,1.011,1.683,7851.1,4.444925917901369,597.313001580632,24.0,0.041,1.381,1.494,5096.7,-2.8036532724454593,334.92167087528543,7.0,0.013,1.089,1.684,6374.3,-4.920367993866769,493.02331063100604,13.0,0.039,1.018,1.473,2109.5,0.5764237262712288,230.30769136730612,16.0,0.031,1.004,1.232,7601.299999999999,5.137764370593824,531.4489068778404,19.0,0.039,1.085,1.499,9182.400000000001,-2.600056665722238,601.3841099595734,8.0,0.03,1.534,1.498,12234.3,3.3035449409176514,797.1300793907743,18.0,0.033,1.634,1.424,4983.4,0.6715978968006416,421.19007693117504,9.0,0.016,1.058,1.564,10894.400000000001,-0.3343110948150864,972.5758502491315,9.0,0.021,1.175,1.281,40389284
1040427269,5086.1,4.270228829519508,629.109355834741,12.0,0.02,1.026,1.213,17864.800000000003,7.251995800069999,1920.0635505532332,18.0,0.03,1.086,1.292,5798.700000000001,4.493708438192697,602.8988725983869,11.0,0.018,1.481,1.188,7118.2,-7.356327394543424,782.56488161181,12.0,0.02,1.235,1.191,3877.0,4.441725971233812,414.8962366585904,17.0,0.029,1.071,1.265,4479.6,1.1455142414293096,699.3698047813155,9.0,0.021,1.009,1.071,6723.3,-9.054015766403893,544.1596027248756,9.0,0.015,1.802,1.22,2947.8,1.0706321561307313,397.1938929471836,17.0,0.032,1.185,1.132,6361.5,5.869672595057197,731.1997092766654,15.0,0.025,1.118,1.191,9512.400000000001,-1.4166430559490675,1217.5562878571304,10.0,0.017,1.171,1.102,20682439
1041846634,5298.1,-4.236746054232429,695.7757321646206,10.0,0.019,1.017,1.065,12988.1,8.493791770137165,957.7591427159716,20.0,0.032,1.431,1.513,5181.700000000001,0.6164397260045666,591.6527674481971,9.0,0.017,1.272,1.136,4919.799999999999,-2.729971167147214,591.8548758324516,11.0,0.018,1.042,1.152,2180.3,1.8642096997844864,219.94567604506352,21.0,0.034,1.13,1.223,14105.099999999999,1.7186213563107282,1952.9205992121028,10.0,0.02,1.035,1.146,559.7,1.1791470142164298,54.860431351113796,31.0,0.053,5.628,1.428,4693.2,0.02941617639706005,134.0008781591313,11.0,0.033,1.119,3.201,5224.5,-4.729387843535941,610.6775169984106,13.0,0.022,1.008,1.18,8272.6,-6.483391943467609,1003.3201886760698,13.0,0.022,1.054,1.139,22245477
1041878888,3355.8999999999996,-0.5366410559824003,391.9351790051959,16.0,0.042,1.084,1.157,9829.900000000001,-2.2852952450792485,728.145115035543,19.0,0.035,1.567,1.337,2501.3,-1.2509458175697072,281.80963290371596,11.0,0.028,1.15,1.146,2644.6,-2.5226912884785255,315.4191669853759,14.0,0.032,1.369,1.225,2439.6000000000004,2.6717721371310477,233.70475348070656,16.0,0.042,1.005,1.332,4335.2,3.079948667522208,495.5521785766619,9.0,0.016,1.12,1.176,3640.0,-0.5369077182046966,396.4779106874302,13.0,0.021,1.115,1.277,4717.5,4.515191413476442,474.60299480022167,22.0,0.039,1.38,1.195,2565.0,0.796016898008449,346.30406365929144,13.0,0.023,1.052,1.166,9712.5,1.4590090165163914,948.9965018997002,12.0,0.031,1.196,1.221,19763961
1041963422,2438.3999999999996,3.360277328711188,308.63042230007653,18.0,0.035,1.094,1.108,,,,0.0,0.0,0.0,0.0,2446.3,0.02341627639539341,300.88719915702393,9.0,0.022,1.127,1.187,3659.1,-1.1628806186563558,424.09432400453994,17.0,0.031,1.114,1.158,2848.8,-1.3169780503658273,260.65412503358937,18.0,0.033,1.428,1.335,11883.7,-0.1569807169880502,782.0614133210642,21.0,0.034,1.62,1.437,6449.700000000001,-0.2970617156380727,394.73451706670346,9.0,0.021,1.036,1.712,4990.1,2.8794353427442876,548.394252546758,21.0,0.035,1.534,1.19,4173.4,4.027916201396644,385.5583469679923,14.0,0.023,1.481,1.24,5870.6,6.846119231346144,735.5991185212647,17.0,0.037,1.017,1.141,17286638
1042260671,3092.3999999999996,3.1720971317144713,422.07398293975945,7.0,0.021,1.128,1.052,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4936.9,1.6828219529674506,585.7568464203877,8.0,0.012,1.428,1.151,2699.9,-2.052982450292495,274.03944864895436,20.0,0.033,1.157,1.198,5807.8,6.544774253762437,773.4032823321311,3.0,0.01,1.008,1.182,,,,0.0,0.0,0.0,0.0,5323.6,-12.297145047582541,671.4644497252964,9.0,0.016,1.348,1.151,2621.5,-2.950684155264079,366.07816232451154,15.0,0.024,1.0,1.085,6911.4,-3.7573373777103716,937.7277491495128,17.0,0.027,1.024,1.077,45560318
1042743186,2679.4,-0.2921284645255912,251.8750399350351,13.0,0.026,1.107,1.178,,,,0.0,0.0,0.0,0.0,2566.2,-2.5998900018333027,223.55061375753974,12.0,0.024,1.656,1.283,3792.8,0.6025232912784787,320.7812587252676,16.0,0.033,1.351,1.263,3402.9,-0.23321277978700355,169.13979304035183,15.0,0.028,1.887,1.51,3760.8999999999996,-3.3592940117664707,408.34760855122533,22.0,0.035,1.056,1.177,22730.800000000003,0.1462308961517308,770.6519558198014,8.0,0.021,1.837,2.095,,,,0.0,0.0,0.0,0.0,3528.6000000000004,0.6932717788036866,299.7997217338231,13.0,0.026,1.418,1.359,7298.7,-4.917651372477126,573.935109087633,8.0,0.015,1.229,1.463,41542280
1042857837,3753.3,-0.5660905651572474,457.54068035337366,11.0,0.022,1.033,1.123,8423.5,0.7296711721471308,792.4349208206593,23.0,0.038,1.012,1.247,2691.0,-2.938317694705088,320.6859145451096,12.0,0.024,1.233,1.142,3147.1,-0.22984616923051282,376.8000773375097,14.0,0.029,1.03,1.174,3145.8,-0.10454825752904118,294.70735622373394,14.0,0.026,1.02,1.243,17064.800000000003,-1.192946784220263,741.3645670185243,15.0,0.024,1.313,1.935,4142.5,4.511291478475359,510.2349126453739,18.0,0.03,1.04,1.155,9936.8,-1.209279845335911,836.2842288735882,18.0,0.032,1.362,1.318,2927.9,1.3060230685837169,416.4037056683265,13.0,0.026,1.31,1.15,13011.5,-7.08014866418893,1135.3673894269944,13.0,0.026,1.202,1.209,21508437
1043816873,4167.6,4.919751337477709,530.5348702858606,15.0,0.024,1.045,1.093,16863.8,-6.818853019116348,1740.652459333996,15.0,0.024,1.251,1.223,4604.0,-3.1041149314178096,510.78769158572055,10.0,0.016,1.501,1.114,4952.200000000001,-0.0350660822319628,648.949998126729,19.0,0.034,1.055,1.107,,,,0.0,0.0,0.0,0.0,8816.900000000001,1.3227946200896652,983.6647948165171,18.0,0.035,1.051,1.223,6713.0,1.4104431592806788,486.25075566726076,26.0,0.044,1.5,1.493,5258.1,1.2573957100714988,447.11009824838254,18.0,0.031,1.015,1.25,4812.9,-0.2714180016174269,620.1447697361924,16.0,0.027,1.027,1.149,9108.099999999999,3.2218963017283047,1099.5059845089722,13.0,0.025,1.001,1.114,15217883
1044404474,1503.7,0.11446475892068465,169.45115068772114,13.0,0.022,1.185,1.167,8278.4,-0.44052599123347946,439.26595583687566,13.0,0.023,1.664,1.698,1351.5,-0.5529241179313679,159.91201989090533,9.0,0.021,1.111,1.187,1986.7,3.1091648472525457,207.99124262867576,15.0,0.024,1.076,1.305,2030.2,0.5941067648872519,102.77637616792536,9.0,0.02,2.02,1.776,6997.2,1.4835086081898634,361.6053269684891,12.0,0.026,1.107,1.626,2632.9,1.0212663122281296,303.0890121706517,19.0,0.034,1.038,1.16,3638.7,0.40970983816936385,332.70784628038837,26.0,0.043,1.767,1.222,3134.8,-1.2436459392343462,257.07386332105705,19.0,0.031,1.014,1.26,3548.8,0.3332777787036883,319.88939539625704,10.0,0.022,1.049,1.363,9441051
1044700555,3673.1000000000004,0.2275795403409943,478.84261543070403,11.0,0.017,1.086,1.107,15366.9,0.8993516774720421,1677.232642320122,21.0,0.036,1.215,1.218,4445.8,-0.7504541590973484,467.5745611589643,14.0,0.022,1.256,1.138,4694.7,3.7317878035366077,611.7679265411188,17.0,0.033,1.097,1.102,,,,0.0,0.0,0.0,0.0,3892.9,3.4343927601206645,643.8139837916613,2.0,0.079,1.064,1.032,23505.7,1.9350844152597457,770.4157140767281,9.0,0.025,2.71,1.912,7140.7,-0.7218379693671773,448.83771941496,19.0,0.036,3.234,1.337,4479.2,-2.7590428680138666,580.5727296132148,13.0,0.031,1.101,1.126,7861.1,1.279678672022133,995.5614200973156,16.0,0.029,1.009,1.126,30282601
1044996306,3411.6,7.278795353410777,395.1626585509781,6.0,0.01,1.123,1.127,6514.8,-0.6226062898951684,489.68486500724475,19.0,0.032,1.452,1.329,2590.5,-1.2071632139464343,339.98406922957236,9.0,0.015,1.009,1.117,3293.2,2.619223012949784,372.29040790849365,11.0,0.02,1.164,1.17,2896.8,1.1387143547607539,228.3269439235145,21.0,0.038,1.632,1.21,3684.0,7.181463642272629,474.09237982765995,4.0,0.006,1.12,1.132,4110.7,0.7168880518658023,477.42837867615583,4.0,0.006,1.337,1.147,5192.5,-6.068848852519125,594.6817270639941,3.0,0.019,1.227,1.186,2763.0,-1.0748154197430042,327.3833030085298,9.0,0.016,1.11,1.178,8350.2,-1.0553157447375876,848.8351107484677,12.0,0.019,1.021,1.228,20478572
1045737293,3217.7,-0.3181946967550541,411.4589602570928,12.0,0.02,1.006,1.134,7692.7,1.4503924934584425,707.7237448055362,19.0,0.031,1.036,1.372,2440.3,-0.7604539924334595,304.39645767764193,11.0,0.028,1.031,1.103,2545.3,0.14941417643039281,315.60997517625765,11.0,0.02,1.044,1.089,2829.1,1.855885735237746,264.12439970417455,16.0,0.026,1.027,1.245,4260.3,-0.9905834902751621,611.0398480184388,6.0,0.009,1.033,1.074,5070.2,0.34781086981883635,415.40437647628283,13.0,0.022,1.365,1.275,10544.8,4.831969467175547,430.22237917578985,14.0,0.023,2.187,1.59,2920.2,-1.2104334973714708,356.23371726875286,15.0,0.027,1.042,1.212,9878.8,3.393643439276012,1038.4902614172859,10.0,0.017,1.053,1.212,20476501
1046153021,5198.5,-0.14733087781870302,304.8181149885894,16.0,0.027,2.025,1.522,8260.2,0.11453142447625873,346.20995088746264,16.0,0.027,2.09,1.641,4387.4,-25.513374777087048,593.7931224655667,1.0,0.0,0.0,0.0,2328.1000000000004,-1.5073582106964885,217.29698805322994,8.0,0.013,1.795,1.294,2856.7,-0.07131547807536541,112.39258410797595,10.0,0.018,1.407,1.682,4193.9,3.7282378627022883,554.5652133288858,4.0,0.012,1.159,1.07,2457.1000000000004,-0.3045449242512625,313.968821159839,5.0,0.009,1.595,1.208,4148.8,0.9671838802686622,557.7654870111417,9.0,0.015,1.14,1.128,2334.9,1.017649705838236,186.67031849855658,7.0,0.012,2.14,1.323,4500.9,-1.9287178547024215,340.3135638105087,8.0,0.014,1.645,1.417,3265993
1047097201,4981.0,1.2505291578473692,549.2649307951112,12.0,0.022,1.281,1.126,19538.4,-2.8799520007999866,1724.7520638563894,15.0,0.024,1.675,1.282,3865.8,-5.7538374360427325,481.44067441821505,7.0,0.013,1.0,1.152,5343.1,-0.028249529174513757,654.1117179424513,15.0,0.027,1.06,1.105,4124.7,-2.227829536174397,365.5029173432968,16.0,0.027,1.191,1.303,4262.799999999999,-0.6487891868468859,627.0471347225471,6.0,0.01,1.047,1.061,3810.5,4.024699588340194,468.16580588813844,7.0,0.011,1.065,1.129,2757.3,-5.748304194930085,372.5665210195661,14.0,0.025,1.017,1.135,5205.9,-4.261178980350327,613.4035576211865,16.0,0.026,1.103,1.166,9179.5,11.922467958867353,1081.6916578557116,16.0,0.028,1.024,1.145,2212847
1047238065,42830.9,54.1653305778237,6168.38321589002,7.0,0.013,1.015,1.05,65534.0,24.08943184280262,10713.428333720138,15.0,0.027,1.0,1.0,44628.8,-5.6083231946134235,6283.849796358837,7.0,0.011,1.052,1.068,48664.5,33.6940217663039,6625.751605512651,9.0,0.014,1.036,1.122,16587.9,-22.291395143414277,2306.0688028328063,8.0,0.016,1.022,1.073,27575.2,27.34247762537291,4043.192980178645,5.0,0.007,1.079,1.053,32322.0,-16.891501808303197,4024.4541000920713,4.0,0.008,1.304,1.133,26175.9,75.1501641639306,3358.4030382114,9.0,0.015,1.021,1.156,56514.8,-0.26006233229446174,7494.315920730488,8.0,0.014,1.092,1.064,62766.3,144.3307444875919,8792.644309299512,11.0,0.018,1.031,1.093,1756341
1047698781,2973.7,-0.005266578890351827,277.30638433283406,12.0,0.022,1.0,1.287,8109.9,0.44227596206729886,433.4792492931126,13.0,0.022,1.051,1.904,,,,0.0,0.0,0.0,0.0,3351.5,1.043465942234296,299.8204975289405,15.0,0.027,1.133,1.254,2367.8,0.4191763470608823,162.50616593644108,18.0,0.032,1.066,1.53,6461.6,9.174663755604072,866.9854680224084,7.0,0.011,1.013,1.147,4685.0,3.0178163697271714,518.9224215859033,16.0,0.028,1.067,1.207,7638.4,0.23999600006666555,640.9266756430885,13.0,0.025,1.688,1.19,2819.1,1.6953884101931636,285.7933867835889,12.0,0.022,1.017,1.233,6496.4,-3.300961650639156,546.847677433308,13.0,0.023,1.003,1.412,42753277
1048009361,3946.1000000000004,0.8130531157814036,531.739001103165,9.0,0.015,1.052,1.111,14608.6,-12.38449359177347,1723.54646181126,19.0,0.034,1.181,1.204,4383.2,-0.4192763453942434,510.6646598775321,12.0,0.019,1.016,1.132,5498.9,0.09079848669188847,660.5116784692058,15.0,0.024,1.239,1.149,,,,0.0,0.0,0.0,0.0,3456.3,4.0437659372343795,619.4888469622776,0.0,0.0,0.0,0.0,3477.8999999999996,2.0873152114131432,452.4520070817253,8.0,0.014,1.258,1.078,2620.1000000000004,0.0016333061115648073,316.3725403237894,16.0,0.026,1.087,1.193,4529.6,5.446525891235146,612.4626093108394,13.0,0.021,1.004,1.125,9489.3,3.7825369577173715,1046.5227423607187,11.0,0.02,1.238,1.152,17128163
1048073965,4926.2,-0.7837369377177047,621.3714622413394,13.0,0.024,1.028,1.143,18751.6,16.140364327261214,1916.2027913676657,17.0,0.03,1.21,1.227,4594.4,0.060598990016833054,581.8210503515012,12.0,0.023,1.05,1.131,6277.5,-9.538591023482942,786.0503875884872,13.0,0.025,1.078,1.139,,,,0.0,0.0,0.0,0.0,3667.3,3.2595956734054434,643.9322779837329,1.0,0.0,0.0,0.0,4953.0,5.244245929234513,512.3437632333097,7.0,0.013,1.819,1.363,3291.7,2.7866368893851767,376.9499478547576,12.0,0.021,1.03,1.169,5283.8,1.6531007425617539,703.8111040382672,15.0,0.026,1.011,1.098,9607.2,-0.6111064815586407,1191.4834157527373,12.0,0.02,1.125,1.156,25602919
1048300101,4528.1,10.170363827269545,633.4358417337329,18.0,0.035,1.057,1.069,19175.4,-2.7944034266095565,1974.870824294541,19.0,0.034,1.18,1.237,4639.4,4.137097715038083,571.2169002443683,12.0,0.021,1.031,1.162,6117.799999999999,-4.507708204863253,747.0509252342401,12.0,0.023,1.027,1.115,,,,0.0,0.0,0.0,0.0,5547.3,-2.397110048165864,651.5397186032222,6.0,0.013,2.127,1.275,6150.6,0.7944034266095565,599.3606784529912,11.0,0.026,1.334,1.439,5785.3,-0.770437159380677,428.0439555772578,11.0,0.02,1.655,1.293,,-7.328131913010925,700.8374502225805,15.0,0.026,1.037,1.139,9590.599999999999,-3.168163863935601,1187.8803290002925,14.0,0.027,1.106,1.11,16549824
1049186697,4783.9,-6.609023182946951,411.27298026190493,5.0,0.026,1.558,1.288,23438.1,-2.4250929151180816,815.1775174892388,10.0,0.016,1.785,1.728,3286.6000000000004,-2.7466042232629455,355.6572843639105,10.0,0.018,1.266,1.181,4225.5,-2.3763937267712203,380.8679943036911,8.0,0.015,1.255,1.346,4831.8,1.2116631389476842,230.72484412984358,15.0,0.025,1.053,1.42,2776.1,-9.358894018433027,327.9057644452608,8.0,0.015,1.108,1.111,3332.1000000000004,-1.3454942417626372,313.3324125350909,6.0,0.009,1.447,1.13,2505.8999999999996,-5.765637239379344,326.7505415571756,9.0,0.019,1.082,1.153,3732.7999999999997,0.22201202055883879,440.94733831905415,14.0,0.026,1.293,1.229,8615.2,12.350510824819587,886.7779495480163,7.0,0.011,1.193,1.287,12851509
1049342028,2746.7,-1.3316444725921235,320.2935717336661,8.0,0.015,1.06,1.132,6686.2,1.6637056049065848,393.093077274842,14.0,0.025,1.136,1.399,2192.4,3.4640589323511275,288.8865664724593,12.0,0.023,1.018,1.133,2623.8,3.8558024032932785,300.9311261418386,16.0,0.028,1.147,1.204,1851.9,-0.30567823869602173,189.8937105740168,21.0,0.033,1.248,1.169,3407.1,1.875168747187547,462.68066128485765,3.0,0.015,1.277,1.184,3546.0,-9.410893151780803,387.58944000635154,3.0,0.007,1.145,1.562,3763.6,-0.83733604439926,502.6918552701784,7.0,0.021,1.096,1.139,2526.0,-0.9256679055349077,274.8652010713645,13.0,0.023,1.267,1.185,7248.8,11.906718221362977,697.9322694389139,17.0,0.028,1.125,1.144,20039978
